id,age_at_entry,income_level,health_score,pension_contrib_rate,true_event_time,censor_time,time_to_event,event_observed,ipcw,method
551,49,56053.68,51.4,0.082,8.433,7.229,7.229,0,0.9888875932279096,ipcw
1621,35,41486.85,73.8,0.044,8.853,5.062,5.062,0,3.3691926113431614,ipcw
1297,57,48658.97,62.6,0.062,52.412,10.657,10.657,0,0.23603141000253142,ipcw
3472,47,39719.28,69.9,0.07,28.752,9.421,9.421,0,0.3901546175068712,ipcw
4741,34,44117.55,70.2,0.106,8.92,4.803,4.803,0,3.984339788207047,ipcw
1506,34,56638.48,74.9,0.037,58.07,2.869,2.869,0,18.32007841968211,ipcw
3529,27,32843.44,66.7,0.055,30.771,7.608,7.608,0,0.8218919131481308,ipcw
1396,56,33747.98,82.3,0.035,13.804,10.732,10.732,0,0.22424226611318093,ipcw
274,48,31860.32,73.8,0.044,28.065,8.411,8.411,0,0.6074328607476533,ipcw
1458,31,36997.48,84.6,0.072,46.89,4.307,4.307,0,5.561206369307979,ipcw
4308,41,57298.36,94.6,0.068,24.639,4.95,4.95,0,3.5997038103977848,ipcw
2401,33,38857.69,54.2,0.045,32.915,7.339,7.339,0,0.9378946910443995,ipcw
797,38,53203.14,65.9,0.099,37.025,2.923,2.923,0,17.37307146346114,ipcw
4950,28,39398.22,77.8,0.079,34.048,2.0,2.0,0,42.479165621091454,ipcw
2022,41,43857.97,59.5,0.118,24.482,6.739,6.739,0,1.25847166857734,ipcw
564,55,19069.09,65.9,0.051,4.468,16.436,4.468,1,1.198269450914346,ipcw
3172,30,38546.52,60.5,0.109,14.726,5.079,5.079,0,3.320966791425878,ipcw
3007,28,27123.06,77.7,0.057,22.688,7.603,7.603,0,0.827972523673188,ipcw
3830,39,44730.47,82.5,0.102,35.97,7.907,7.907,0,0.7179245987085942,ipcw
2464,33,45752.88,71.3,0.083,5.552,3.358,3.358,0,11.433998769832826,ipcw
3362,26,15000.0,74.3,0.099,13.34,10.336,10.336,0,0.26577747838807947,ipcw
2201,30,38739.27,66.7,0.08,18.688,6.816,6.816,0,1.2049733478030438,ipcw
4219,54,45453.87,63.6,0.099,16.704,13.452,13.452,0,0.07017225324252255,ipcw
1241,29,37334.68,62.2,0.043,11.903,5.743,5.743,0,2.1747272107012425,ipcw
437,38,35024.61,61.2,0.088,15.279,10.973,10.973,0,0.20822488362665065,ipcw
3413,57,31078.93,57.3,0.084,10.207,15.534,10.207,1,4.522238765011,ipcw
4564,46,57586.94,68.5,0.111,28.14,6.078,6.078,0,1.8466758126885212,ipcw
4090,28,51774.27,56.8,0.04,30.079,3.148,3.148,0,13.872858663488838,ipcw
1614,43,36298.37,83.2,0.04,12.55,6.219,6.219,0,1.6955737910425261,ipcw
1266,31,32889.98,60.5,0.054,9.881,6.152,6.152,0,1.7730753527527485,ipcw
4407,48,22514.79,64.6,0.098,11.365,15.784,11.365,1,6.467711364380381,ipcw
1207,39,51736.01,71.7,0.09,12.866,4.142,4.142,0,6.3829494369443225,ipcw
1743,32,40472.07,74.7,0.088,2.905,4.063,2.905,1,1.0565646142934493,ipcw
1482,50,43772.48,71.2,0.116,3.149,7.42,3.149,1,1.0724256305975377,ipcw
2742,45,50152.91,66.6,0.081,6.172,5.853,5.853,0,2.062838191102162,ipcw
557,59,38635.14,73.2,0.086,3.265,10.52,3.265,1,1.0810994581150555,ipcw
3672,36,32392.48,69.0,0.066,21.003,8.978,8.978,0,0.47013888822330513,ipcw
1331,29,26673.33,62.2,0.034,13.846,5.715,5.715,0,2.201402216496703,ipcw
2285,30,33293.75,67.6,0.055,26.353,5.394,5.394,0,2.655648218982992,ipcw
3865,58,55267.2,60.7,0.09,12.499,11.681,11.681,0,0.1626888304596887,ipcw
109,56,51528.43,70.2,0.084,7.729,6.497,6.497,0,1.4359494438750928,ipcw
4689,42,60804.77,65.4,0.106,21.735,5.24,5.24,0,2.93905546329296,ipcw
2834,58,34150.86,74.2,0.065,21.271,10.444,10.444,0,0.2560776077657998,ipcw
2426,27,33620.97,57.5,0.071,1.467,2.953,1.467,1,1.0,ipcw
4542,25,55407.48,84.1,0.057,61.161,2.236,2.236,0,31.702591661250445,ipcw
4439,33,45146.55,62.2,0.118,32.765,4.983,4.983,0,3.5399732710628875,ipcw
9,48,45240.92,60.8,0.063,34.133,7.911,7.911,0,0.7146273491953645,ipcw
3537,53,42760.03,64.6,0.056,33.546,13.01,13.01,0,0.08781033612485842,ipcw
4058,40,33493.64,80.9,0.081,18.937,10.059,10.059,0,0.2983516878679758,ipcw
1068,41,40532.89,76.0,0.06,7.455,5.492,5.492,0,2.5340276146423593,ipcw
176,53,45408.87,76.8,0.117,17.609,10.953,10.953,0,0.2089545486127225,ipcw
403,31,37298.8,68.0,0.103,17.391,6.277,6.277,0,1.6336062542638903,ipcw
1613,45,23812.58,63.0,0.04,6.047,12.677,6.047,1,1.531321288098471,ipcw
3563,46,26730.0,51.7,0.051,16.904,13.005,13.005,0,0.08856299031440633,ipcw
4034,48,32131.08,67.7,0.089,19.677,12.849,12.849,0,0.09450246330638394,ipcw
409,34,54540.02,58.5,0.044,8.671,5.244,5.244,0,2.9191955785055064,ipcw
2148,28,52396.19,73.7,0.05,41.324,3.394,3.394,0,11.116715779388453,ipcw
3620,53,35853.74,72.7,0.071,19.981,8.886,8.886,0,0.49240074145100393,ipcw
1411,35,41264.07,74.3,0.091,16.524,4.897,4.897,0,3.7166440101985727,ipcw
671,47,42148.79,47.9,0.05,8.351,8.015,8.015,0,0.691820681732275,ipcw
1516,29,46430.2,77.9,0.096,9.344,5.53,5.53,0,2.474112614837033,ipcw
93,51,27221.7,71.0,0.043,19.743,10.729,10.729,0,0.22570816251828246,ipcw
2213,56,53030.78,66.4,0.114,32.688,8.439,8.439,0,0.597459069425779,ipcw
3935,46,32905.01,66.0,0.083,4.665,10.349,4.665,1,1.22868550669188,ipcw
1216,50,28270.3,79.8,0.118,10.166,14.571,10.166,1,4.4665395191000385,ipcw
4116,52,47691.41,92.6,0.116,19.978,6.942,6.942,0,1.1311072943216716,ipcw
3864,55,18437.7,61.7,0.103,4.991,18.155,4.991,1,1.283533440613764,ipcw
3657,45,30723.41,73.6,0.119,11.289,11.158,11.158,0,0.1929571214659995,ipcw
3024,29,32424.29,83.6,0.062,27.927,3.093,3.093,0,14.859119018279577,ipcw
975,53,23937.64,85.9,0.081,8.01,10.486,8.01,1,2.4409696802785703,ipcw
3906,32,45690.2,69.3,0.043,18.955,2.0,2.0,0,42.479165621091454,ipcw
1880,53,35701.86,84.4,0.101,11.96,11.894,11.894,0,0.1445791244068585,ipcw
765,35,59885.71,63.8,0.035,36.703,6.049,6.049,0,1.8793427007474703,ipcw
1373,45,41102.03,77.3,0.033,23.636,5.332,5.332,0,2.757821736048317,ipcw
2875,47,39595.05,66.3,0.08,34.45,10.541,10.541,0,0.24640340723485207,ipcw
2563,39,17042.61,80.7,0.048,25.063,11.76,11.76,0,0.15546599247222415,ipcw
3061,58,39515.25,59.9,0.037,3.431,11.816,3.431,1,1.0913872138338883,ipcw
4300,50,48490.28,66.2,0.085,13.155,6.671,6.671,0,1.3272979508833478,ipcw
3084,48,37752.35,87.3,0.071,24.247,9.041,9.041,0,0.4561183165978795,ipcw
242,51,45152.2,64.5,0.087,13.884,10.711,10.711,0,0.22864270948494203,ipcw
304,47,39129.49,61.5,0.106,17.826,9.289,9.289,0,0.40918383030893074,ipcw
1928,37,43815.37,74.0,0.071,9.332,4.774,4.774,0,4.072171395211403,ipcw
4188,38,28743.73,81.8,0.082,6.633,5.915,5.915,0,2.011183622168247,ipcw
756,34,35051.39,62.2,0.06,13.965,3.961,3.961,0,7.097836739227656,ipcw
4282,45,44704.03,84.3,0.07,34.991,4.921,4.921,0,3.660917895614974,ipcw
4050,44,32935.8,93.5,0.101,15.04,8.739,8.739,0,0.5280448540783208,ipcw
1535,59,17473.31,68.0,0.071,8.277,16.629,8.277,1,2.5803606311350014,ipcw
4076,45,29694.8,65.2,0.12,9.067,10.604,9.067,1,3.205039741808306,ipcw
2232,36,44234.1,73.3,0.092,39.961,6.029,6.029,0,1.8848482847082608,ipcw
1655,46,53093.79,60.6,0.048,21.202,7.104,7.104,0,1.0511375353971717,ipcw
1260,58,54738.74,76.1,0.052,19.225,6.064,6.064,0,1.860198236916911,ipcw
986,44,46228.43,51.8,0.092,7.013,7.788,7.013,1,1.9067621920488433,ipcw
4920,49,37418.71,66.4,0.057,7.161,9.388,7.161,1,1.9731426714497733,ipcw
1731,45,35562.05,80.5,0.112,10.118,8.778,8.778,0,0.5187946613983555,ipcw
2529,37,15000.0,82.3,0.087,16.108,7.832,7.832,0,0.736814239357705,ipcw
276,46,36925.49,73.8,0.034,15.013,7.583,7.583,0,0.8340810343822227,ipcw
1945,45,26847.45,81.5,0.108,6.496,12.856,6.496,1,1.695422204727033,ipcw
1573,57,62799.28,69.1,0.096,17.953,5.294,5.294,0,2.851173682675598,ipcw
1932,42,17323.54,72.8,0.106,7.283,14.648,7.283,1,2.037566544828911,ipcw
3542,41,21815.14,73.6,0.061,13.362,8.731,8.731,0,0.5289760743182899,ipcw
3424,25,56568.57,72.6,0.058,7.494,2.0,2.0,0,42.479165621091454,ipcw
3779,36,56255.21,83.9,0.086,17.075,4.437,4.437,0,5.183320464606694,ipcw
4996,49,27761.36,56.2,0.074,1.479,15.224,1.479,1,1.0,ipcw
174,30,30108.75,72.4,0.094,7.692,7.199,7.199,0,1.005933954958282,ipcw
3383,25,35888.48,82.7,0.087,10.139,4.331,4.331,0,5.4951907144384515,ipcw
4610,47,29710.83,76.8,0.076,16.344,10.212,10.212,0,0.2831446429572712,ipcw
4799,28,45321.28,57.1,0.113,23.024,4.179,4.179,0,6.155572491265132,ipcw
